Gouvernorat,Délégation,Localité,Prix,Taille,Proximité,Infrastructure,Type_Agriculture,Additional_Features,Taille_m2,Prix_m2
Monastir,Zéramdine,Bekalta,11109277,15638 m²,,eau,vigne,titre foncier,15638.94,710.36
Monastir,Zéramdine,Téboulba,9496740,42220 m²,,eau,agrumes,titre foncier,42220.87,224.93
Monastir,Sahline,Ouardanine,8515510,15998 m²,,eau,agrumes,,15998.48,532.27
Monastir,Zéramdine,Menzel Ennour,13423012,27634 m²,,eau,agrumes,,27634.15,485.74
Monastir,Zéramdine,Sahline,30671957,52185 m²,,,,,52185.38,587.75
Monastir,Zéramdine,Ouardanine,1097289,21681 m²,,aucune,agrumes,titre foncier,21681.28,50.61
Monastir,Bekalta,Téboulba,2750235,20733 m²,,électricité,agrumes,,20733.02,132.65
Monastir,Bekalta,Ksibet El Médiouni,3234306,6381 m²,,électricité,,titre foncier,6381.82,506.8
Monastir,Zéramdine,Khniss,9713303,23714 m²,,électricité,vigne,titre foncier,23714.7,409.59
Monastir,Zéramdine,Menzel Ennour,6941417,11158 m²,,,,,11158.22,622.09
Monastir,Sahline,Bembla,31773312,54652 m²,,électricité,agrumes,titre foncier,54652.48,581.37
Monastir,Bekalta,Bekalta,2929989,8478 m²,,électricité,,titre foncier,8478.96,345.56
Monastir,Zéramdine,Moknine,642358,4817 m²,,aucune,,titre foncier,4817.09,133.35
Monastir,Sahline,Bembla,1831758,27753 m²,,aucune,olivier,titre foncier,27753.91,66.0
Monastir,Zéramdine,Ouardanine,26273920,51042 m²,,électricité,agrumes,titre foncier,51042.1,514.75
Monastir,Zéramdine,Ksibet El Médiouni,31256271,60469 m²,,électricité,,,60469.87,516.89
Monastir,Sahline,Ouardanine,21761791,34373 m²,,électricité,agrumes,titre foncier,34373.93,633.09
Monastir,Bekalta,Khniss,11211535,38246 m²,,électricité,,titre foncier,38246.35,293.14
Monastir,Bekalta,Téboulba,4558182,15607 m²,,,,,15607.54,292.05
Monastir,Sahline,Sahline,8773191,26373 m²,,eau,agrumes,titre foncier,26373.64,332.65
Monastir,Zéramdine,Moknine,825337,32532 m²,,aucune,olivier,titre foncier,32532.02,25.37
Monastir,Bekalta,Bembla,53010,374 m²,,aucune,agrumes,titre foncier,374.53,141.54
Monastir,Bekalta,Bembla,37140975,55978 m²,,électricité,agrumes,titre foncier,55978.2,663.49
Monastir,Sahline,Ouardanine,6094722,10143 m²,,électricité,agrumes,,10143.67,600.84
Monastir,Sahline,Bembla,538873,8016 m²,,eau,olivier,titre foncier,8016.56,67.22
Monastir,Sahline,Moknine,8972289,39710 m²,,,,,39710.94,225.94
Monastir,Zéramdine,Sahline,20988211,32765 m²,,,,,32765.41,640.56
Monastir,Sahline,Moknine,2240196,7488 m²,,,olivier,,7488.04,299.17
Monastir,Sahline,Khniss,10734168,26768 m²,,,olivier,,26768.5,401.0
Monastir,Zéramdine,Ouardanine,22881944,31951 m²,,eau,vigne,titre foncier,31951.33,716.15
Monastir,Sahline,Bembla,23733311,32081 m²,,,agrumes,titre foncier,32081.58,739.78
Monastir,Sahline,Khniss,10017922,56646 m²,,aucune,olivier,titre foncier,56646.44,176.85
Monastir,Bekalta,Moknine,12929077,29478 m²,,eau,,titre foncier,29478.06,438.6
Monastir,Bekalta,Khniss,26522566,38770 m²,,,vigne,,38770.58,684.09
Monastir,Bekalta,Téboulba,11012809,23312 m²,,aucune,vigne,titre foncier,23312.96,472.39
Monastir,Bekalta,Menzel Ennour,2747505,27755 m²,,eau,agrumes,,27755.38,98.99
Monastir,Zéramdine,Ouardanine,7544971,36065 m²,,eau,olivier,titre foncier,36065.83,209.2
Monastir,Zéramdine,Menzel Ennour,5069942,24586 m²,,,vigne,,24586.31,206.21
Monastir,Bekalta,Sahline,3458699,51614 m²,,aucune,agrumes,titre foncier,51614.67,67.01
Monastir,Bekalta,Bekalta,16545568,26204 m²,,électricité,vigne,titre foncier,26204.99,631.39
Monastir,Zéramdine,Sahline,3575234,16722 m²,,aucune,,,16722.33,213.8
Monastir,Zéramdine,Ouardanine,28911029,45353 m²,,électricité,olivier,,45353.48,637.46
Monastir,Zéramdine,Bembla,17924277,45046 m²,,électricité,,,45046.06,397.91
Monastir,Zéramdine,Sahline,18437171,26764 m²,,électricité,vigne,titre foncier,26764.37,688.87
Monastir,Bekalta,Ouardanine,8879386,21927 m²,,eau,,,21927.66,404.94
Monastir,Bekalta,Menzel Ennour,3953660,7043 m²,,,agrumes,titre foncier,7043.38,561.33
Monastir,Zéramdine,Téboulba,11466695,21012 m²,,,olivier,,21012.05,545.72
Monastir,Sahline,Moknine,123433,10117 m²,,aucune,,titre foncier,10117.48,12.2
Monastir,Bekalta,Khniss,3963005,6317 m²,,électricité,,titre foncier,6317.56,627.3
Monastir,Sahline,Sahline,1894384,3815 m²,,,olivier,,3815.17,496.54
Monastir,Bekalta,Bekalta,23774088,36421 m²,,,olivier,,36421.43,652.75
Monastir,Bekalta,Menzel Ennour,27468401,50436 m²,,électricité,olivier,,50436.83,544.61
Monastir,Zéramdine,Bekalta,1280530,23582 m²,,eau,,titre foncier,23582.52,54.3
Monastir,Sahline,Ouardanine,3239884,10778 m²,,eau,agrumes,titre foncier,10778.06,300.6
Monastir,Zéramdine,Bekalta,27007955,45688 m²,,,olivier,titre foncier,45688.69,591.13
Monastir,Zéramdine,Téboulba,24662005,33739 m²,,,,,33739.2,730.96
Monastir,Bekalta,Ouardanine,421030,15893 m²,,aucune,olivier,,15893.93,26.49
Monastir,Zéramdine,Moknine,9431449,27232 m²,,aucune,agrumes,,27232.55,346.33
Monastir,Sahline,Khniss,4285655,9949 m²,,eau,olivier,,9949.75,430.73
Monastir,Sahline,Téboulba,9851912,46760 m²,,aucune,agrumes,,46760.23,210.69
Monastir,Zéramdine,Khniss,5503526,15622 m²,,,agrumes,titre foncier,15622.59,352.28
Monastir,Zéramdine,Moknine,16257638,26195 m²,,eau,agrumes,,26195.38,620.63
Monastir,Zéramdine,Téboulba,28889369,43296 m²,,eau,agrumes,,43296.17,667.25
Monastir,Bekalta,Téboulba,16710582,39412 m²,,eau,agrumes,titre foncier,39412.68,423.99
Monastir,Bekalta,Ksibet El Médiouni,922472,1692 m²,,électricité,olivier,titre foncier,1692.61,545.0
Monastir,Sahline,Bekalta,10971345,54583 m²,,aucune,vigne,titre foncier,54583.81,201.0
Monastir,Sahline,Ouardanine,21881388,39095 m²,,électricité,,,39095.55,559.69
Monastir,Zéramdine,Ksibet El Médiouni,12372953,27666 m²,,,olivier,,27666.37,447.22
Monastir,Sahline,Khniss,17051412,23545 m²,,,,titre foncier,23545.17,724.2
Monastir,Sahline,Bekalta,3096429,4591 m²,,eau,vigne,,4591.52,674.38
Monastir,Zéramdine,Bekalta,597781,56394 m²,,électricité,agrumes,,56394.48,10.6
Monastir,Sahline,Sahline,33409037,60362 m²,,aucune,olivier,,60362.87,553.47
Monastir,Bekalta,Bembla,1349205,23031 m²,,aucune,vigne,titre foncier,23031.85,58.58
Monastir,Sahline,Sahline,3183607,49411 m²,,électricité,agrumes,,49411.88,64.43
Monastir,Bekalta,Sahline,12659947,57834 m²,,électricité,vigne,,57834.39,218.9
Monastir,Zéramdine,Menzel Ennour,12858332,31603 m²,,eau,,titre foncier,31603.05,406.87
Monastir,Sahline,Ksibet El Médiouni,557717,1623 m²,,aucune,agrumes,,1623.82,343.46
Monastir,Sahline,Sahline,21995557,52649 m²,,aucune,vigne,titre foncier,52649.92,417.77
Monastir,Zéramdine,Téboulba,5426088,21413 m²,,électricité,,,21413.98,253.39
Monastir,Bekalta,Téboulba,26660096,37910 m²,,aucune,agrumes,titre foncier,37910.92,703.23
Monastir,Zéramdine,Ksibet El Médiouni,12084895,30413 m²,,électricité,olivier,titre foncier,30413.73,397.35
Monastir,Zéramdine,Khniss,20676388,52875 m²,,,olivier,titre foncier,52875.38,391.04
Monastir,Zéramdine,Moknine,11513791,15922 m²,,,olivier,titre foncier,15922.38,723.12
Monastir,Zéramdine,Sahline,1056723,11216 m²,,,vigne,,11216.68,94.21
Monastir,Bekalta,Sahline,8840506,13311 m²,,électricité,olivier,,13311.81,664.11
Monastir,Bekalta,Moknine,3584295,18235 m²,,aucune,vigne,,18235.12,196.56
Monastir,Zéramdine,Khniss,5710905,10920 m²,,eau,vigne,titre foncier,10920.14,522.97
Monastir,Bekalta,Bekalta,4151762,14314 m²,,aucune,agrumes,,14314.94,290.03
Monastir,Bekalta,Sahline,4863280,20395 m²,,,agrumes,titre foncier,20395.39,238.45
Monastir,Sahline,Bembla,13177739,21925 m²,,,,titre foncier,21925.26,601.03
Monastir,Sahline,Menzel Ennour,525529,5264 m²,,électricité,vigne,titre foncier,5264.77,99.82
Monastir,Zéramdine,Sahline,5679156,18625 m²,,,olivier,titre foncier,18625.07,304.92
Monastir,Bekalta,Moknine,554185,861 m²,,électricité,agrumes,titre foncier,861.66,643.16
Monastir,Sahline,Téboulba,18973800,28791 m²,,électricité,vigne,,28791.37,659.01
Monastir,Bekalta,Khniss,13625717,35317 m²,,eau,,titre foncier,35317.17,385.81
Monastir,Zéramdine,Moknine,30465346,47846 m²,,électricité,agrumes,titre foncier,47846.57,636.73
Monastir,Sahline,Téboulba,26648957,58640 m²,,eau,,,58640.02,454.45
Monastir,Sahline,Bekalta,23038257,56480 m²,,électricité,agrumes,,56480.16,407.9
Monastir,Zéramdine,Bekalta,5623973,31648 m²,,électricité,agrumes,titre foncier,31648.7,177.7
Monastir,Sahline,Menzel Ennour,3320193,18192 m²,,eau,olivier,titre foncier,18192.84,182.5
Monastir,Bekalta,Moknine,1863945,6235 m²,,électricité,vigne,titre foncier,6235.81,298.91
Monastir,Sahline,Bembla,682703,1733 m²,,,olivier,,1733.41,393.85
Monastir,Sahline,Bekalta,18511395,30234 m²,,eau,vigne,titre foncier,30234.04,612.27
Monastir,Zéramdine,Téboulba,19254155,50229 m²,,électricité,agrumes,,50229.98,383.32
Monastir,Sahline,Sahline,10604247,20090 m²,,eau,agrumes,,20090.27,527.83
Monastir,Bekalta,Khniss,2205726,34065 m²,,électricité,olivier,,34065.27,64.75
Monastir,Zéramdine,Ouardanine,7751987,12633 m²,,eau,vigne,titre foncier,12633.0,613.63
Monastir,Sahline,Bembla,3737052,6117 m²,,eau,agrumes,,6117.39,610.89
Monastir,Sahline,Sahline,5408764,54733 m²,,aucune,vigne,,54733.5,98.82
Monastir,Sahline,Khniss,19076180,49426 m²,,,vigne,titre foncier,49426.56,385.95
Monastir,Bekalta,Ksibet El Médiouni,3736489,9056 m²,,électricité,agrumes,titre foncier,9056.18,412.59
Monastir,Sahline,Téboulba,13708417,23450 m²,,aucune,,,23450.43,584.57
Monastir,Bekalta,Bekalta,13975791,35492 m²,,électricité,olivier,titre foncier,35492.27,393.77
Monastir,Zéramdine,Menzel Ennour,2506010,7664 m²,,électricité,olivier,titre foncier,7664.11,326.98
Monastir,Sahline,Ksibet El Médiouni,4568096,14417 m²,,aucune,vigne,titre foncier,14417.22,316.85
Monastir,Sahline,Téboulba,15809094,43373 m²,,électricité,agrumes,,43373.19,364.49
Monastir,Sahline,Khniss,12291083,59477 m²,,aucune,,titre foncier,59477.78,206.65
Monastir,Bekalta,Menzel Ennour,16583493,35609 m²,,électricité,olivier,,35609.82,465.7
Monastir,Zéramdine,Sahline,505326,21357 m²,,aucune,vigne,,21357.82,23.66
Monastir,Sahline,Ksibet El Médiouni,1343146,10744 m²,,électricité,olivier,titre foncier,10744.31,125.01
Monastir,Zéramdine,Ouardanine,21274816,30932 m²,,,,titre foncier,30932.59,687.78
Monastir,Bekalta,Téboulba,355607,21447 m²,,eau,,,21447.96,16.58
Monastir,Zéramdine,Khniss,13105692,51790 m²,,électricité,agrumes,,51790.92,253.05
Monastir,Bekalta,Menzel Ennour,4334550,7304 m²,,eau,olivier,titre foncier,7304.97,593.37
Monastir,Sahline,Sahline,5925747,25675 m²,,eau,olivier,,25675.93,230.79
Monastir,Zéramdine,Téboulba,613469,33688 m²,,,agrumes,titre foncier,33688.63,18.21
Monastir,Zéramdine,Ksibet El Médiouni,1790089,50912 m²,,,olivier,titre foncier,50912.67,35.16
Monastir,Bekalta,Bembla,2178805,28808 m²,,électricité,olivier,titre foncier,28808.74,75.63
Monastir,Zéramdine,Menzel Ennour,23139260,43835 m²,,,olivier,,43835.98,527.86
Monastir,Bekalta,Téboulba,3998832,6616 m²,,eau,agrumes,,6616.53,604.37
Monastir,Zéramdine,Menzel Ennour,19096703,29263 m²,,électricité,vigne,,29263.39,652.58
Monastir,Zéramdine,Sahline,19185521,28163 m²,,aucune,agrumes,titre foncier,28163.06,681.23
Monastir,Bekalta,Bekalta,4397918,38992 m²,,électricité,,titre foncier,38992.1,112.79
Monastir,Bekalta,Menzel Ennour,400659,8537 m²,,électricité,olivier,titre foncier,8537.39,46.93
Monastir,Bekalta,Téboulba,23228841,41051 m²,,eau,agrumes,,41051.96,565.84
Monastir,Zéramdine,Bekalta,80426,136 m²,,eau,,titre foncier,136.68,588.43
Monastir,Sahline,Téboulba,44412824,60078 m²,,eau,vigne,,60078.22,739.25
Monastir,Sahline,Téboulba,968552,1406 m²,,,agrumes,,1406.37,688.69
Monastir,Sahline,Sahline,66861,126 m²,,électricité,olivier,titre foncier,126.78,527.38
Monastir,Sahline,Ksibet El Médiouni,2982737,17754 m²,,eau,agrumes,,17754.39,168.0
Monastir,Zéramdine,Téboulba,6606296,10064 m²,,,agrumes,,10064.13,656.42
Monastir,Zéramdine,Khniss,5912052,8891 m²,,,,titre foncier,8891.24,664.93
Monastir,Sahline,Sahline,19180874,44735 m²,,eau,olivier,,44735.69,428.76
Monastir,Sahline,Ouardanine,1330887,36764 m²,,,agrumes,,36764.84,36.2
Monastir,Zéramdine,Menzel Ennour,11733356,45921 m²,,aucune,agrumes,,45921.32,255.51
Monastir,Zéramdine,Ksibet El Médiouni,1165737,2299 m²,,,,,2299.92,506.86
Monastir,Zéramdine,Ouardanine,703430,1069 m²,,aucune,agrumes,,1069.19,657.91
Monastir,Sahline,Menzel Ennour,18678437,55627 m²,,électricité,agrumes,,55627.01,335.78
Monastir,Zéramdine,Bembla,3475387,49933 m²,,électricité,,,49933.73,69.6
Monastir,Bekalta,Ksibet El Médiouni,27572363,52410 m²,,eau,olivier,,52410.97,526.08
Monastir,Sahline,Bembla,937749,1469 m²,,,,titre foncier,1469.62,638.09
Monastir,Bekalta,Ksibet El Médiouni,7258784,12576 m²,,électricité,olivier,,12576.51,577.17
Monastir,Bekalta,Menzel Ennour,3200445,29145 m²,,,olivier,titre foncier,29145.3,109.81
Monastir,Bekalta,Bembla,11462707,34619 m²,,,vigne,titre foncier,34619.03,331.11
Monastir,Sahline,Sahline,6915160,24640 m²,,aucune,vigne,,24640.68,280.64
Monastir,Sahline,Bekalta,24089197,38975 m²,,électricité,vigne,titre foncier,38975.5,618.06
Monastir,Bekalta,Téboulba,24939555,38040 m²,,aucune,olivier,,38040.81,655.6
Monastir,Sahline,Bembla,3322747,12341 m²,,eau,agrumes,,12341.21,269.24
Monastir,Bekalta,Téboulba,27020550,46646 m²,,eau,vigne,,46646.67,579.26
Monastir,Bekalta,Téboulba,2935719,7801 m²,,électricité,,titre foncier,7801.54,376.3
Monastir,Zéramdine,Bekalta,43539451,60204 m²,,,,,60204.72,723.19
Monastir,Sahline,Moknine,12199323,20192 m²,,eau,olivier,titre foncier,20192.54,604.15
Monastir,Sahline,Menzel Ennour,28655197,56387 m²,,eau,agrumes,titre foncier,56387.89,508.18
Monastir,Sahline,Khniss,281190,760 m²,,,agrumes,titre foncier,760.22,369.88
Monastir,Zéramdine,Bekalta,2000252,23963 m²,,aucune,vigne,titre foncier,23963.73,83.47
Monastir,Bekalta,Téboulba,25970268,45922 m²,,électricité,vigne,titre foncier,45922.0,565.53
Monastir,Sahline,Moknine,15658006,27013 m²,,eau,olivier,titre foncier,27013.33,579.64
Monastir,Sahline,Téboulba,28295153,44741 m²,,eau,olivier,titre foncier,44741.08,632.42
Monastir,Bekalta,Ksibet El Médiouni,9198419,23594 m²,,eau,,,23594.16,389.86
Monastir,Zéramdine,Téboulba,11097196,21492 m²,,eau,agrumes,,21492.45,516.33
Monastir,Zéramdine,Ksibet El Médiouni,29255974,58499 m²,,électricité,vigne,,58499.08,500.11
Monastir,Bekalta,Ksibet El Médiouni,825251,4193 m²,,,vigne,titre foncier,4193.35,196.8
Monastir,Sahline,Téboulba,713964,5999 m²,,eau,,,5999.2,119.01
Monastir,Bekalta,Sahline,5407548,39479 m²,,aucune,olivier,titre foncier,39479.8,136.97
Monastir,Zéramdine,Ksibet El Médiouni,25061616,36955 m²,,eau,agrumes,,36955.86,678.15
Monastir,Sahline,Bembla,5883026,56627 m²,,électricité,vigne,,56627.46,103.89
Monastir,Zéramdine,Bekalta,33782011,57931 m²,,électricité,agrumes,,57931.22,583.14
Monastir,Zéramdine,Ouardanine,1073750,28182 m²,,électricité,,titre foncier,28182.44,38.1
Monastir,Sahline,Sahline,17890024,25943 m²,,,agrumes,titre foncier,25943.74,689.57
Monastir,Zéramdine,Ksibet El Médiouni,5132410,26491 m²,,eau,,titre foncier,26491.23,193.74
Monastir,Zéramdine,Menzel Ennour,20539685,53104 m²,,électricité,agrumes,,53104.31,386.78
Monastir,Bekalta,Bembla,4243212,6751 m²,,aucune,,titre foncier,6751.01,628.53
Monastir,Bekalta,Téboulba,15492297,54615 m²,,,agrumes,titre foncier,54615.73,283.66
Monastir,Zéramdine,Sahline,22703472,41828 m²,,électricité,olivier,,41828.9,542.77
Monastir,Bekalta,Bembla,24916086,47908 m²,,aucune,agrumes,titre foncier,47908.18,520.08
Monastir,Bekalta,Téboulba,1583563,53954 m²,,eau,agrumes,titre foncier,53954.47,29.35
Monastir,Zéramdine,Téboulba,16275714,53498 m²,,,olivier,titre foncier,53498.06,304.23
Monastir,Bekalta,Khniss,3680773,18396 m²,,eau,,titre foncier,18396.51,200.08
Monastir,Bekalta,Menzel Ennour,7227241,46820 m²,,,vigne,,46820.69,154.36
Monastir,Bekalta,Téboulba,21595993,45849 m²,,,vigne,titre foncier,45849.42,471.02
Monastir,Zéramdine,Ksibet El Médiouni,10467383,56424 m²,,,vigne,,56424.9,185.51
Monastir,Bekalta,Menzel Ennour,16127149,34625 m²,,eau,,,34625.45,465.76
Monastir,Bekalta,Moknine,11870582,26104 m²,,électricité,agrumes,titre foncier,26104.11,454.74
Monastir,Zéramdine,Khniss,9425756,25555 m²,,électricité,,titre foncier,25555.83,368.83
Monastir,Bekalta,Sahline,4765874,25264 m²,,aucune,vigne,titre foncier,25264.39,188.64
Monastir,Bekalta,Moknine,30142929,44594 m²,,électricité,olivier,,44594.09,675.94
Monastir,Sahline,Menzel Ennour,17440415,53173 m²,,,vigne,,53173.62,327.99
Monastir,Sahline,Moknine,25531594,42352 m²,,eau,olivier,,42352.19,602.84
Monastir,Sahline,Bekalta,13167047,32531 m²,,électricité,,,32531.31,404.75
Monastir,Bekalta,Sahline,7884294,13678 m²,,électricité,agrumes,titre foncier,13678.75,576.39
Monastir,Zéramdine,Bekalta,19238465,52193 m²,,,,,52193.34,368.6
Monastir,Sahline,Khniss,8400127,49290 m²,,,agrumes,titre foncier,49290.74,170.42
Monastir,Zéramdine,Ksibet El Médiouni,24565163,37232 m²,,électricité,vigne,,37232.92,659.77
Monastir,Sahline,Khniss,11430256,35298 m²,,eau,agrumes,,35298.18,323.82
Monastir,Sahline,Khniss,9132835,15053 m²,,électricité,olivier,,15053.05,606.71
Monastir,Bekalta,Bembla,35244094,52869 m²,,électricité,vigne,titre foncier,52869.05,666.63
Monastir,Sahline,Moknine,13458650,36611 m²,,aucune,vigne,titre foncier,36611.22,367.61
Monastir,Bekalta,Bembla,2500360,6246 m²,,aucune,agrumes,titre foncier,6246.84,400.26
Monastir,Zéramdine,Ouardanine,32906175,51602 m²,,,vigne,titre foncier,51602.96,637.68
Monastir,Zéramdine,Sahline,6906612,50653 m²,,aucune,agrumes,titre foncier,50653.56,136.35
Monastir,Sahline,Téboulba,2979027,7811 m²,,,vigne,titre foncier,7811.59,381.36
Monastir,Sahline,Sahline,19996094,55504 m²,,électricité,,,55504.62,360.26
Monastir,Zéramdine,Bekalta,5522283,15394 m²,,eau,olivier,titre foncier,15394.84,358.71
Monastir,Sahline,Bembla,32151519,58729 m²,,,agrumes,titre foncier,58729.6,547.45
Monastir,Bekalta,Ouardanine,7274815,11092 m²,,,olivier,,11092.87,655.81
Monastir,Zéramdine,Menzel Ennour,49785,130 m²,,aucune,,,130.84,380.51
Monastir,Sahline,Bembla,15434388,40316 m²,,,vigne,titre foncier,40316.56,382.83
Monastir,Zéramdine,Ouardanine,9804213,26272 m²,,aucune,olivier,,26272.78,373.17
Monastir,Zéramdine,Sahline,1675781,3014 m²,,électricité,olivier,titre foncier,3014.43,555.92
Monastir,Sahline,Menzel Ennour,33081856,46977 m²,,,vigne,titre foncier,46977.26,704.21
Monastir,Sahline,Bembla,6342543,9698 m²,,eau,olivier,,9698.82,653.95
Monastir,Bekalta,Moknine,44637834,60586 m²,,eau,vigne,,60586.67,736.76
Monastir,Bekalta,Khniss,22514219,34174 m²,,électricité,agrumes,titre foncier,34174.59,658.8
Monastir,Bekalta,Ksibet El Médiouni,1959234,15264 m²,,aucune,vigne,titre foncier,15264.78,128.35
Monastir,Zéramdine,Téboulba,15675368,28956 m²,,aucune,olivier,titre foncier,28956.07,541.35
Monastir,Bekalta,Téboulba,11747859,17092 m²,,électricité,vigne,titre foncier,17092.52,687.31
Monastir,Sahline,Moknine,2288452,9197 m²,,aucune,agrumes,titre foncier,9197.59,248.81
Monastir,Zéramdine,Bembla,19991229,31412 m²,,,agrumes,titre foncier,31412.5,636.41
Monastir,Sahline,Ksibet El Médiouni,3703427,48652 m²,,aucune,vigne,titre foncier,48652.49,76.12
Monastir,Zéramdine,Bekalta,2728851,16062 m²,,électricité,vigne,,16062.46,169.89
Monastir,Zéramdine,Sahline,33120677,60633 m²,,électricité,vigne,,60633.93,546.24
Monastir,Zéramdine,Menzel Ennour,1078850,2354 m²,,,vigne,titre foncier,2354.85,458.14
Monastir,Bekalta,Ksibet El Médiouni,1834507,14136 m²,,,,titre foncier,14136.61,129.77
Monastir,Bekalta,Moknine,15046264,29028 m²,,électricité,olivier,titre foncier,29028.35,518.33
Monastir,Bekalta,Menzel Ennour,27466752,43255 m²,,,vigne,,43255.41,634.99
Monastir,Zéramdine,Khniss,3242409,30393 m²,,,olivier,,30393.79,106.68
Monastir,Bekalta,Ksibet El Médiouni,24574946,48184 m²,,,vigne,titre foncier,48184.28,510.02
Monastir,Sahline,Ksibet El Médiouni,1736007,28538 m²,,eau,,,28538.67,60.83
Monastir,Zéramdine,Téboulba,17394244,28079 m²,,eau,,,28079.69,619.46
Monastir,Sahline,Téboulba,5080664,53940 m²,,eau,vigne,,53940.59,94.19
Monastir,Sahline,Bembla,2819138,22755 m²,,,agrumes,,22755.17,123.89
Monastir,Sahline,Bekalta,5348872,58778 m²,,,agrumes,titre foncier,58778.82,91.0
Monastir,Zéramdine,Sahline,2989238,13620 m²,,électricité,olivier,titre foncier,13620.26,219.47
Monastir,Bekalta,Bembla,1267287,6164 m²,,,olivier,titre foncier,6164.75,205.57
Monastir,Sahline,Téboulba,28587025,49572 m²,,,olivier,,49572.59,576.67
Monastir,Bekalta,Bembla,35680607,49072 m²,,aucune,agrumes,titre foncier,49072.49,727.1
Monastir,Sahline,Ksibet El Médiouni,102369,262 m²,,eau,,,262.33,390.23
Monastir,Sahline,Ouardanine,4991167,9217 m²,,eau,,titre foncier,9217.3,541.5
Monastir,Bekalta,Ouardanine,30376670,49474 m²,,électricité,,titre foncier,49474.21,613.99
Monastir,Sahline,Ksibet El Médiouni,2315075,4969 m²,,,agrumes,,4969.04,465.9
Monastir,Bekalta,Sahline,9888515,19567 m²,,eau,,titre foncier,19567.27,505.36
Monastir,Sahline,Téboulba,12614139,17671 m²,,eau,agrumes,titre foncier,17671.07,713.83
Monastir,Sahline,Khniss,9152638,12374 m²,,aucune,,,12374.45,739.64
Monastir,Sahline,Bekalta,10670228,36445 m²,,électricité,vigne,,36445.77,292.77
Monastir,Zéramdine,Ksibet El Médiouni,14609323,40655 m²,,,,,40655.99,359.34
Monastir,Sahline,Menzel Ennour,10381853,20168 m²,,,olivier,,20168.73,514.75
Monastir,Bekalta,Bekalta,5185904,56806 m²,,aucune,vigne,titre foncier,56806.93,91.29
Monastir,Zéramdine,Sahline,17672555,43099 m²,,,vigne,titre foncier,43099.59,410.04
Monastir,Sahline,Menzel Ennour,14651465,30766 m²,,eau,vigne,titre foncier,30766.17,476.22
Monastir,Bekalta,Khniss,33267099,48864 m²,,eau,vigne,,48864.0,680.81
Monastir,Zéramdine,Moknine,6617111,13428 m²,,aucune,olivier,titre foncier,13428.67,492.76
Monastir,Zéramdine,Bekalta,15836544,56692 m²,,électricité,vigne,,56692.72,279.34
Monastir,Sahline,Téboulba,8415009,33141 m²,,,agrumes,titre foncier,33141.7,253.91
Monastir,Zéramdine,Bekalta,1814093,12583 m²,,,agrumes,,12583.89,144.16
Monastir,Bekalta,Moknine,6714670,43635 m²,,eau,,titre foncier,43635.76,153.88
Monastir,Sahline,Moknine,3336322,31344 m²,,électricité,vigne,,31344.63,106.44
Monastir,Bekalta,Khniss,13677300,29983 m²,,eau,olivier,,29983.56,456.16
Monastir,Zéramdine,Ksibet El Médiouni,1694961,12434 m²,,eau,olivier,titre foncier,12434.61,136.31
Monastir,Zéramdine,Sahline,2286261,3526 m²,,électricité,,titre foncier,3526.44,648.32
Monastir,Sahline,Téboulba,343463,4282 m²,,électricité,vigne,,4282.59,80.2
Monastir,Zéramdine,Téboulba,2429227,12525 m²,,,olivier,titre foncier,12525.02,193.95
Monastir,Zéramdine,Ksibet El Médiouni,125445,1633 m²,,,vigne,titre foncier,1633.4,76.8
Monastir,Sahline,Moknine,13501580,30181 m²,,eau,,titre foncier,30181.92,447.34
Monastir,Sahline,Bekalta,11797505,29166 m²,,,olivier,,29166.37,404.49
Monastir,Sahline,Sahline,30823559,48636 m²,,eau,olivier,,48636.78,633.75
Monastir,Bekalta,Moknine,25182300,43689 m²,,aucune,,,43689.69,576.39
Monastir,Bekalta,Moknine,16822455,48654 m²,,eau,olivier,titre foncier,48654.97,345.75
Monastir,Sahline,Moknine,19260328,53730 m²,,eau,olivier,,53730.76,358.46
Monastir,Sahline,Bekalta,8291937,17828 m²,,électricité,agrumes,titre foncier,17828.29,465.1
Monastir,Zéramdine,Menzel Ennour,18791195,25390 m²,,aucune,olivier,titre foncier,25390.42,740.09
Monastir,Zéramdine,Sahline,14372744,24988 m²,,électricité,,,24988.69,575.17
Monastir,Sahline,Menzel Ennour,5366765,25473 m²,,eau,vigne,titre foncier,25473.54,210.68
Monastir,Zéramdine,Khniss,9457144,21865 m²,,électricité,,,21865.22,432.52
Monastir,Sahline,Bembla,11398922,24807 m²,,aucune,olivier,titre foncier,24807.23,459.5
Monastir,Zéramdine,Téboulba,18036632,28609 m²,,électricité,,titre foncier,28609.14,630.45
Monastir,Bekalta,Téboulba,372286,20299 m²,,eau,vigne,titre foncier,20299.13,18.34
Monastir,Zéramdine,Bekalta,2022227,3395 m²,,électricité,,titre foncier,3395.62,595.54
Monastir,Bekalta,Menzel Ennour,5578058,14995 m²,,électricité,,,14995.99,371.97
Monastir,Bekalta,Moknine,10850843,18168 m²,,aucune,,,18168.01,597.25
Monastir,Bekalta,Téboulba,3532112,16146 m²,,eau,vigne,titre foncier,16146.06,218.76
Monastir,Sahline,Sahline,23483292,45523 m²,,,agrumes,,45523.49,515.85
Monastir,Sahline,Khniss,13282171,45887 m²,,eau,olivier,,45887.62,289.45
